Alias,Address,City,State,Zip,Lat,Lng,Time,Time_window_start,Time_window_end,
ToDelete - MID831 ~ Midway Cafe ~ REPID4745,831 N. China Lake Blvd,Ridgecrest,CA,93555,35.63628,-117.67094,30,8:00,17:00,
ToDelete - SEP6321 ~ Septembers ~ REPID4745,6321 Haven Ave,Rancho Cucamonga,CA,91737,34.13941,-117.57544,30,8:00,17:00,
ToDelete - DEL55 ~ Del Frisco's Grille #8717 ~ REPID4745,55 S Lake Ave,Pasadena,CA,91101,34.14494,-118.13261,30,8:00,17:00,
ToDelete - KAT6309 ~ Kathleen Sacchi - Fine Art of Events ~ REPID4745,6309 San Fernando Road,Glendale,CA,91201,34.16491,-118.28684,30,8:00,17:00,
ToDelete - THE285 ~ The Hotel San Bernardino ~ REPID4745,285 E. Hospitality Lane,San Bernardino,CA,92408-3411,34.06524,-117.28052,30,8:00,17:00,
ToDelete - ATR8825 ~ Atria Del Rey ~ REPID4745,8825 Baseline Rd.,Rancho Cucamonga,CA,91730,34.12092,-117.61337,30,8:00,17:00,
ToDelete - PET2278 ~ Petite Pantry ~ REPID4745,2278 North Sierra Hwy,Bishop,CA,93515,37.37583,-118.41575,30,8:00,17:00,
ToDelete - WES1420 ~ Westminster Gardens ~ REPID4745,1420 Santo Domingo,Duarte,CA,91010,34.13922,-117.96196,30,8:00,17:00,
ToDelete - VIL161 ~ Village Vault ~ REPID4745,161 N Glendora Ave,Glendora,CA,91741,34.13802,-117.86586,30,8:00,17:00,
ToDelete - CAL9851 ~ Cal State University Northridge - Geronimos ~ REPID4745,9851 Zelzah,Northridge,CA,91330,34.24955,-118.52392,30,8:00,17:00,
ToDelete - LOS3801 ~ Cal Poly - Los Olivos ~ REPID4745,3801 West Temple Ave. Bld.70,Pomona,CA,91768,34.04989,-117.81499,30,8:00,17:00,
ToDelete - QUA1750 ~ Quality Inn - San Bernardino ~ REPID4745,1750 S Waterman Ave,San Bernardino,CA,92408-2840,34.06945,-117.27959,30,8:00,17:00,
ToDelete - SIZ44430 ~ Sizzler ~ REPID4745,44430 St W 20th,Lancaster,CA,93543,34.69017,-118.16534,30,8:00,17:00,
ToDelete - MOR1444NJC00LB ~ Morrison Healthcare ~ REPID4745,14445 Olive View Dr Ste 1C112,Sylmar,CA,91342,34.32590866,-118.445961,30,8:00,17:00,
ToDelete - SPR992HCJEU3T ~ Springhill Suites - Arcadia ~ REPID4745,99 N. 2nd Ave.,Arcadia,CA,91006,34.14096451,-118.0255814,30,8:00,17:00,
ToDelete - BES400I9V5H4A ~ Best Western China Lake ~ REPID4745,400 S. China Lake Blvd.,Ridgecrest,CA,93555,35.61683655,-117.6697311,30,8:00,17:00,
ToDelete - MEN1226WTIF8VY ~ Menchies Rancho Cucamonga ~ REPID4745,12263 Highland Ave,Rancho Cucamonga,CA,91739,34.13459015,-117.5375214,30,8:00,17:00,
ToDelete - KAF1007 ~ Kafe Royale Restaurant ~ REPID4745,1007 Calimesa Blvd. Ste A,Calimesa,CA,92320,34.00087357,-117.0594254,30,8:00,17:00,
ToDelete - CAL1205 ~ Calimesa Inn ~ REPID4745,1205 Calimesa Blvd.,Calimesa,CA,92320,33.99403763,-117.0567398,30,8:00,17:00,
ToDelete - COM13500 ~ Comfort Inn - Fontana ~ REPID4745,13500 Baseline Ave.,Fontana,CA,92336,34.12280273,-117.5107956,30,8:00,17:00,
ToDelete - STE12160 ~ Steak & Shake ~ REPID4745,12160 Mariposa Road,Victorville,CA,92395,34.47149277,-117.3433075,30,8:00,17:00,
ToDelete - LIN16020 ~ Linda Coddington ~ REPID4745,16020 Apple Valley Rd # B4,Apple Valley,CA,92307-7819,34.54199,-117.27387,30,8:00,17:00,
ToDelete - HAM895 ~ Hampton Inn & Suites -San Bernardino ~ REPID4745,895 E Hospitality Ln,San Bernardino,CA,92408-3506,34.069,-117.26711,30,8:00,17:00,
ToDelete - DEN16262 ~ DENNY'S ~ REPID4745,16262 Sierra Hwy,Mojave,CA,93501-1522,35.057,-118.1751,30,8:00,17:00,
ToDelete - VAL10621 ~ Valley Inn ~ REPID4745,10621 Sepulveda Blvd,Mission Hills,CA,91345-1918,34.26318,-118.46777,30,8:00,17:00,
ToDelete - LAN39 ~ Landmark Inn ~ REPID4745,39 Inner Loop Rd,Fort Irwin,CA,92310,35.26398,-116.6909,30,8:00,17:00,
ToDelete - HIL199 ~ Hilton Garden Inn-Arcadia ~ REPID4745,199 N 2nd Ave,Arcadia,CA,91006-7079,34.14185,-118.02584,30,8:00,17:00,
ToDelete - COR10926 ~ Corky's Kitchen Bakery ~ REPID4745,10926 Sierra Ave,Fontana,CA,92337-7671,34.05527,-117.43613,30,8:00,17:00,
ToDelete - WOL100 ~ Wolfgang Puck Commissary ~ REPID4745,100 Universal City Plaza,Universal City,CA,91608,34.13687,-118.3528,30,8:00,17:00,
ToDelete - CIN1500 ~ Cindy's Restaraunt ~ REPID4745,1500 Colorado Blvd,Eagle Rock,CA,90041-1425,34.13898,-118.19845,30,8:00,17:00,
ToDelete - FAI1526M ~ Fair Oaks Pharmacy ~ REPID4745,1526 Mission St,South Pasadena,CA,91030-3216,34.11609,-118.1506,30,8:00,17:00,
ToDelete - DEN18989 ~ Denny's Apple Valley ~ REPID4745,18989 Bear Valley Rd,Apple Valley,CA,92308-2713,34.47092,-117.24961,30,8:00,17:00,
ToDelete - WCA-OXF1651 ~ Oxford Suites -Lancaster ~ REPID4745,1651 W. Avenue K,Lancaster,CA,93534,34.67629,-118.16068,30,8:00,17:00,
ToDelete - SUP170C ~ Super 8 - Barstow ~ REPID4745,170 Coolwater Lane,Barstow,CA,92311,34.89215,-117.00541,30,8:00,17:00,
ToDelete - STM18300 ~ St. Mary's Hospital ~ REPID4745,18300 Hwy 18,Apple Valley,CA,92307,34.54185,-117.26556,30,8:00,17:00,
ToDelete - MAR12180 ~ Marie Callender's - Victorville ~ REPID4745,12180 Mariposa Rd,Victorville,CA,92395-6006,34.47219,-117.34358,30,8:00,17:00,
ToDelete - SAN777 ~ San Manuel Indian Bingo Casino ~ REPID4745,777 San Manuel,Highland,CA,92346,34.15033,-117.2291,30,8:00,17:00,
ToDelete - HOT322 ~ Hotel Amarano ~ REPID4745,322 N Pass Ave,Burbank,CA,91505-3882,34.15604,-118.34551,30,8:00,17:00,
ToDelete - SIZ853 ~ Sizzler ~ REPID4745,853 W. Palmdale Blvd,Palmdale,CA,93550,34.57959,-118.11495,30,8:00,17:00,
ToDelete - TOM13448 ~ Tom's Burger's ~ REPID4745,13448 Lambert Rd,Whittier,CA,90605-2422,33.957,-118.03667,30,8:00,17:00,
ToDelete - PAN2282 ~ Pancake R' Us ~ REPID4745,2282 N Garey Ave,Pomona,CA,91767-2331,34.08941,-117.74928,30,8:00,17:00,
ToDelete - COC17412 ~ Coconuts Beach Club ~ REPID4745,17412 Ventura Blvd # 444,Encino,CA,91316-3827,34.16088,-118.51224,30,8:00,17:00,
ToDelete - PAR1211 ~ Park Inn Radisson ~ REPID4745,1211 E Garvey St,Covina,CA,91724-3666,34.072,-117.8654,30,8:00,17:00,
ToDelete - URT592 ~ Urth Cafe ~ REPID4745,594 E Colorado Blvd,Pasadena,CA,91101,34.1456,-118.1382,30,8:00,17:00,
ToDelete - THE446 ~ The Grill ~ REPID4745,446 S. Main Street,Lone Pine,CA,93545,36.60334,-118.06195,30,8:00,17:00,
ToDelete - CIA4201 ~ Ciao Cristina ~ REPID4745,4201 W Olive Ave,Burbank,CA,91505-4215,34.14811,-118.34249,30,8:00,17:00,
ToDelete - WCA-5150 ~ La Quinta Inn & Suites -Hesperia ~ REPID4745,12000 Mariposa Road,Hesperia,CA,92345,34.46858,-117.34634,30,8:00,17:00,
ToDelete - WCA-4085 ~ Lancer's ~ REPID4745,697 N. Victory Blvd.,Burbank,CA,91502,34.1804,-118.32022,30,8:00,17:00,
ToDelete - WCA-AV5461 ~ Langham ~ REPID4745,1401 S. Oak Knoll  Avenue,Pasadena,CA,91106,34.12138,-118.13332,30,8:00,17:00,
ToDelete - WCA-3826 ~ Lakeside Golf Club ~ REPID4745,4500 Lakeside Drive,Burbank,CA,91505,34.14528,-118.34296,30,8:00,17:00,
ToDelete - WCA-6039 ~ La Quinta -Bishop ~ REPID4745,651 N. Main St,Bishop,CA,93514,37.36644,-118.39597,30,8:00,17:00,
ToDelete - WCA-3707 ~ Kristy's ~ REPID4745,430 S. China Lake Blvd.,Ridgecrest,CA,93555,35.61577,-117.66971,30,8:00,17:00,
ToDelete - WCA-6884 ~ Madlon's ~ REPID4745,829 W. Big Bear Blvd,Big Bear City,CA,92314,34.26062,-116.8606,30,8:00,17:00,
ToDelete - WCA-3994 ~ Maniac Mike's Cafe ~ REPID4745,1749 W. 13th Street,Upland,CA,91786,34.11133,-117.68475,30,8:00,17:00,
ToDelete - WCA-1673 ~ Marie Callender's #15 ~ REPID4745,820 S. Baldwin,Arcadia,CA,91006,34.13073,-118.05437,30,8:00,17:00,
ToDelete - WCA-7164 ~ Marie Callender's #121 ~ REPID4745,1852 Montebello Town Ctr.,Montebello,CA,90640,34.03751,-118.08385,30,8:00,17:00,
ToDelete - WCA-1742 ~ Marie Callender's #130 ~ REPID4745,1649 W. Avenue K,Lancaster,CA,93534,34.67554,-118.16029,30,8:00,17:00,
ToDelete - WCA-1097 ~ Lil' Bit Country Cafe ~ REPID4745,14335 Hesperia Road,Victorville,CA,92392,34.51133,-117.29716,30,8:00,17:00,
ToDelete - WCA-8850 ~ Loma Linda University ~ REPID4745,24945 Mound St,Loma Linda,CA,92354,34.05165,-117.26028,30,8:00,17:00,
ToDelete - WCA-6007 ~ Lugo's Grill ~ REPID4745,908 N Norma St,Ridgecrest,CA,93555,35.63759,-117.67739,30,8:00,17:00,
ToDelete - WCA-3863 ~ Mi Piace ~ REPID4745,25 E. Colorado Blvd.,Pasadena,CA,91105,34.146,-118.14985,30,8:00,17:00,
ToDelete - WCA-778 ~ Millie's #3412 - Van Nuys ~ REPID4745,16840 Van Owen,Van Nuys,CA,91406,34.19359,-118.5003,30,8:00,17:00,
ToDelete - WCA-1352 ~ Millie's #3418 ~ REPID4745,10318 Sepulveda Blvd.,Mission Hills,CA,91345,34.25798,-118.46723,30,8:00,17:00,
ToDelete - WCA-766 ~ Millie's #3423 ~ REPID4745,403 S. Citrus,Covina,CA,91723,34.08234,-117.89045,30,8:00,17:00,
ToDelete - WCA-1452 ~ Marie Callender's #61 ~ REPID4745,19310 Business Ctr. Dr.,Northridge,CA,91324,34.23072,-118.55406,30,8:00,17:00,
ToDelete - WCA-1854 ~ Marie Callender's #81 ~ REPID4745,220 S. Atlantic Blvd.,Monterey Park,CA,91754,34.06133,-118.13346,30,8:00,17:00,
ToDelete - WCA-1252 ~ Marie Callender's #78 ~ REPID4745,9829 La Serna Drive,Whittier,CA,90605,33.94881,-118.00269,30,8:00,17:00,
ToDelete - WCA-1366 ~ Marie Callender's #75 ~ REPID4745,3117 E. Garvey Avenue,West Covina,CA,91791,34.07156,-117.87756,30,8:00,17:00,
ToDelete - WCA-723 ~ Marie Callender's #65 ~ REPID4745,1175 E Alosta Ave,Azusa,CA,91702,34.12907,-117.88169,30,8:00,17:00,
ToDelete - WCA-2914 ~ Mimi's Cafe #8 - Whittier ~ REPID4745,15436 E. Whittier Blvd.,Whittier,CA,90603,33.94558,-117.99751,30,8:00,17:00,
ToDelete - WCA-6236 ~ Mollie Brown's ~ REPID4745,16575 Smoketree,Hesperia,CA,92345,34.42527,-117.30161,30,8:00,17:00,
ToDelete - WCA-6237 ~ Mollie Brown's ~ REPID4745,13778 Hesperia Rd,Victorville,CA,92394,34.50136,-117.29468,30,8:00,17:00,
ToDelete - WCA-5526 ~ Mimi's Cafe #97 - Victorville ~ REPID4745,12032 Amargosa Road,Victorville,CA,92392,34.46818,-117.34929,30,8:00,17:00,
ToDelete - WCA-2901 ~ Mimi's Cafe #9 - Monrovia ~ REPID4745,500 W. Huntington Drive,Monrovia,CA,91016,34.14045,-117.99345,30,8:00,17:00,
ToDelete - WCA-800 ~ Mollie's ~ REPID4745,21851 Highway 18,Apple Valley,CA,92308,34.4999,-117.18672,30,8:00,17:00,
ToDelete - WCA-2125 ~ Mollie Brown's Caf� ~ REPID4745,15775 Mojave Drive,Victorville,CA,92392,34.52849,-117.31964,30,8:00,17:00,
ToDelete - WCA-2911 ~ Mimi's Cafe #12 - Upland ~ REPID4745,370  N. Mountain Avenue,Upland,CA,91786,34.09817,-117.66975,30,8:00,17:00,
ToDelete - WCA-7037 ~ Mimi's Cafe #134 - Fontana ~ REPID4745,16933 Sierra Lakes Pkwy.,Fontana,CA,92336,34.13931,-117.4352,30,8:00,17:00,
ToDelete - WCA-2902 ~ Mimi's Cafe #20 - Northridge ~ REPID4745,19710 Nordhoff Place,Chatsworth,CA,91311,34.23476,-118.56299,30,8:00,17:00,
ToDelete - WCA-3585 ~ Mimi's Cafe #37 - San Bernardino ~ REPID4745,395 E. Hospitality Way,San Bernardino,CA,92408,34.06598,-117.27652,30,8:00,17:00,
ToDelete - WCA-3137 ~ Mimi's Cafe #31- Rancho Cucamonga ~ REPID4745,10909 Foothill Blvd.,Rancho Cucamonga,CA,91730,34.10609,-117.56652,30,8:00,17:00,
ToDelete - WCA-AV7429 ~ Residence Inn ~ REPID4745,321 E Huntington Dr.,Arcadia,CA,91006,34.14182,-118.02274,30,8:00,17:00,
ToDelete - WCA-AV7067 ~ Residence Inn by Marriott ~ REPID4745,514 West Ave P/Rancho Vista Blvd,Palmdale,CA,93551,34.60179,-118.17683,30,8:00,17:00,
ToDelete - WCA-3641 ~ Rick's Roadside Cafe ~ REPID4745,3281 Highway 138,Pinon Hills,CA,92372,34.41145,-117.59026,30,8:00,17:00,
ToDelete - WCA-4287 ~ Royal Oaks Manor - Duarte ~ REPID4745,1763  Royal Oaks Drive,Bradbury,CA,91010,34.14539,-117.96777,30,8:00,17:00,
ToDelete - WCA-3888 ~ Ruby's Diner #23 ~ REPID4745,10109 Whittwood Drive,Whittier,CA,90603,33.94502,-117.99945,30,8:00,17:00,
ToDelete - WCA-6217 ~ Quality Inn ~ REPID4745,1125 E. Huntington Dr.,Monrovia,CA,91016,34.13988,-117.98065,30,8:00,17:00,
ToDelete - WCA-8717 ~ Quality Inn - Mammoth Lakes ~ REPID4745,3537 Main Street,Mammoth Lakes,CA,93546,37.64824,-118.97523,30,8:00,17:00,
ToDelete - WCA-3728 ~ Pomona Valley Hospital ~ REPID4745,286 W. Bonita Avenue,Pomona,CA,91767,34.09636,-117.75329,30,8:00,17:00,
ToDelete - WCA-1262 ~ R & W Enterprises-Graciana's Tortilla ~ REPID4745,12239 Foothill Blvd.,Sylmar,CA,91342,34.28172,-118.40221,30,8:00,17:00,
ToDelete - WCA-4778 ~ Radisson Hotel ~ REPID4745,9777 Topanga Canyon Blvd.,Chatsworth,CA,91311,34.24878,-118.60654,30,8:00,17:00,
ToDelete - WCA-4993 ~ Redlands Country Club ~ REPID4745,1749 Garden Street,Redlands,CA,92373,34.02358,-117.14941,30,8:00,17:00,
ToDelete - WCA-6587 ~ Ramada ~ REPID4745,2156 E. Colorado Blvd.,Pasadena,CA,91107,34.14574,-118.10575,30,8:00,17:00,
ToDelete - WCA-8188 ~ Ramada ~ REPID4745,21340 Devonshire St,Chatsworth,CA,91311,34.257,-118.59652,30,8:00,17:00,
ToDelete - WCA-812 ~ Oakmont Country Club ~ REPID4745,3100 Country Club Drive,Glendale,CA,91208,34.19363,-118.23412,30,8:00,17:00,
ToDelete - WCA-7176 ~ Nancy May's ~ REPID4745,9759 Arrow Rte. # A.,Rancho Cucamonga,CA,91730,34.099,-117.5921,30,8:00,17:00,
ToDelete - WCA-FB6112 ~ Morrison Senior Dining \Windsor Manor ~ REPID4745,1230 E. Windsor Road,Glendale,CA,91205,34.1367,-118.23862,30,8:00,17:00,
ToDelete - WCA-2690 ~ The Continental ~ REPID4745,4301 Riverside Drive,Burbank,CA,91505,34.15221,-118.34647,30,8:00,17:00,
ToDelete - WCA-FB3433 ~ Morrison Mgmt/Hillcrest ~ REPID4745,2705 Mountain View Drive,La Verne,CA,91750,34.10635,-117.77446,30,8:00,17:00,
ToDelete - WCA-4823 ~ Paradise Restaurant ~ REPID4745,34432 Yucaipa Blvd.,Yucaipa,CA,92399,34.03528,-117.0536,30,8:00,17:00,
ToDelete - WCA-6986 ~ Pasadena Inn ~ REPID4745,400 S. Arroyo Pkwy,Pasadena,CA,91105,34.13878,-118.14701,30,8:00,17:00,
ToDelete - WCA-1192 ~ Pepper Steak ~ REPID4745,26589 Highland Avenue,Highland,CA,92346,34.13551,-117.2244,30,8:00,17:00,
ToDelete - WCA-190 ~ Walter's Restaurant ~ REPID4745,310 Yale Avenue,Claremont,CA,91711,34.09689,-117.71764,30,8:00,17:00,
ToDelete - WCA-5227 ~ Warner Bros. Ent. Inc - Burbank ~ REPID4745,4000 Warner Blvd,Burbank,CA,91522-0001,34.14983,-118.3406,30,8:00,17:00,
ToDelete - WCA-6626 ~ Westin Monache ~ REPID4745,50 Hillside Dr.,Mammoth Lakes,CA,93546,37.64899,-118.98595,30,8:00,17:00,
ToDelete - WCA-AV4250 ~ Westin Pasadena ~ REPID4745,191 N. Los Robles Avenue,Pasadena,CA,91101,34.14911,-118.14188,30,8:00,17:00,
ToDelete - WCA-6709 ~ Vintage Resort - CalNev Development/Lake ~ REPID4745,41076 Big Bear Blvd.,Big Bear Lake,CA,92315,34.24362,-116.90612,30,8:00,17:00,
ToDelete - WCA-8036 ~ Wood Fire Buffet ~ REPID4745,14135 Main St,Hesperia,CA,92345,34.42605,-117.35413,30,8:00,17:00,
ToDelete - WCA-7738 ~ Zeke's Smoke House ~ REPID4745,2209 Honolulu Ave.,Montrose,CA,91020,34.20535,-118.22563,30,8:00,17:00,
ToDelete - WCA-6646 ~ Sierra La Verne Country Club ~ REPID4745,6300 Country Club,La Verne,CA,91750,34.13816,-117.76795,30,8:00,17:00,
ToDelete - WCA-1029 ~ Sheraton Universal ~ REPID4745,333 Universal Terrace,Universal City,CA,91608,34.13752,-118.35978,30,8:00,17:00,
ToDelete - WCA-7009 ~ San Gabriel Country Club ~ REPID4745,350 East Hermosa Dr,San Gabriel,CA,91776,34.1062,-118.09544,30,8:00,17:00,
ToDelete - WCA-7003 ~ Staybridge Suites ~ REPID4745,21902 Lassen St.,Chatsworth,CA,91311,34.24925,-118.60468,30,8:00,17:00,
ToDelete - WCA-4633 ~ Skillet Cafe ~ REPID4745,4646 Phelan Road,Phelan,CA,92371,34.4264,-117.56081,30,8:00,17:00,
ToDelete - WCA-6624 ~ Springhill Suites Marriott ~ REPID4745,1811 W. Avenue  J-12,Lancaster,CA,93534,34.679,-118.16378,30,8:00,17:00,
ToDelete - WCA-5872 ~ Spring House ~ REPID4745,16411 Main Street,Hesperia,CA,92345,34.42195,-117.30466,30,8:00,17:00,
ToDelete - WCA-1047 ~ South Hills C.C. ~ REPID4745,2655 South Citrus Ave.,West Covina,CA,91791,34.05729,-117.8882,30,8:00,17:00,
ToDelete - WCA-7947 ~ Super 8 ~ REPID4745,225 E Hospitality Ln.,San Bernardino,CA,92408,34.06494,-117.28213,30,8:00,17:00,
ToDelete - WCA-8848 ~ Summit Inn ~ REPID4745,5970 Mariposa Rd,Oak Hills,CA,92345,34.41278,-117.39079,30,8:00,17:00,
ToDelete - WCA-8841 ~ Super 8 - Azusa ~ REPID4745,117 N. Azusa Ave,Azusa,CA,91702,34.12237,-117.90806,30,8:00,17:00,
ToDelete - WCA-7924 ~ Vagabond Inn ~ REPID4745,1203 Colorado Blvd.,Pasadena,CA,91106,34.14636,-118.12577,30,8:00,17:00,
ToDelete - WCA-6127 ~ Veterans Canteen #605  Loma Linda ~ REPID4745,11201 Benton St.,Loma Linda,CA,92357,34.05006,-117.2515,30,8:00,17:00,
ToDelete - WCA-2465 ~ Village Grille ~ REPID4745,148 N. Yale Avenue,Claremont,CA,91711,34.09549,-117.71768,30,8:00,17:00,
ToDelete - WCA-6902 ~ Travelodge ~ REPID4745,21603 Devonshire Street,Chatsworth,CA,91311,34.25764,-118.60063,30,8:00,17:00,
ToDelete - WCA-3082 ~ Twohey's Restaurant ~ REPID4745,1224 N. Atlantic Blvd.,Alhambra,CA,91801,34.10656,-118.13442,30,8:00,17:00,
ToDelete - WCA-DN8686 ~ Denny's #8686 ~ REPID4745,8500 Van Nuys Blvd,Panorama City,CA,91331,34.24686,-118.44849,30,8:00,17:00,
ToDelete - WCA-DN8723 ~ Denny's #8723 ~ REPID4745,9001 Tampa Avenue,Northridge,CA,91324,34.23378,-118.55401,30,8:00,17:00,
ToDelete - WCA-395 ~ DJ's Restaurant ~ REPID4745,265 E. 40th Street,San Bernardino,CA,92404,34.1642,-117.28075,30,8:00,17:00,
ToDelete - WCA-DN8103 ~ Denny's #8103 ~ REPID4745,1184 Calimesa,Calimesa,CA,92320,33.9951,-117.059,30,8:00,17:00,
ToDelete - WCA-DN8076 ~ Denny's #8076 ~ REPID4745,9804 E. Flair Drive,El Monte,CA,91731,34.07185,-118.05519,30,8:00,17:00,
ToDelete - WCA-DN8508 ~ Denny's #8508 - ROWLAND HEIGHTS ~ REPID4745,1425 S. Nogales Avenue,Rowland Heights,CA,91744,34.01315,-117.88667,30,8:00,17:00,
ToDelete - WCA-DN8617 ~ Denny's #8617 ~ REPID4745,2611 Fisher Blvd,Barstow,CA,92311,34.85449,-117.08147,30,8:00,17:00,
ToDelete - WCA-DN8519 ~ Denny's #8519 ~ REPID4745,1150 S. 7th Street,Hacienda Heights,CA,91745,34.01854,-117.98833,30,8:00,17:00,
ToDelete - WCA-DN8047 ~ Denny's #8047 ~ REPID4745,20242 Hwy 18,Apple Valley,CA,92307,34.52728,-117.22141,30,8:00,17:00,
ToDelete - WCA-DN7988 ~ Denny's #7988 - TEMPLE CITY ~ REPID4745,5603 N. Rosemead Blvd.,Temple City,CA,91780,34.10155,-118.07403,30,8:00,17:00,
ToDelete - WCA-DN7989 ~ Denny's #7989 ~ REPID4745,1180 Alabama St,Redlands,CA,92374-2812,34.06816,-117.20808,30,8:00,17:00,
ToDelete - WCA-DN7990 ~ Denny's #7990 ~ REPID4745,160 W. Valley,Colton,CA,92324,34.06671,-117.32531,30,8:00,17:00,
ToDelete - WCA-DN7991 ~ Denny's #7991 ~ REPID4745,546 W. Baseline Road,Glendora,CA,91740,34.12112,-117.87235,30,8:00,17:00,
ToDelete - WCA-DN7992 ~ Denny's #7992 ~ REPID4745,1190 S. Mount Vernon,Colton,CA,92324,34.04876,-117.30856,30,8:00,17:00,
ToDelete - WCA-DN7931 ~ Denny's #7931 ~ REPID4745,1028 W. Avenue I,Lancaster,CA,93534,34.70355,-118.14915,30,8:00,17:00,
ToDelete - WCA-DN7777 ~ Denny's #7777 ~ REPID4745,37050  E. 47th Street,Palmdale,CA,93552,34.55461,-118.04477,30,8:00,17:00,
ToDelete - WCA-DN7709 ~ Denny's #7709 ~ REPID4745,13479 Baseline Road,Fontana,CA,92335,34.12083,-117.51186,30,8:00,17:00,
ToDelete - WCA-DN7806 ~ Denny's #7806 ~ REPID4745,132 N. Grand Avenue,West Covina,CA,91791,34.07383,-117.87213,30,8:00,17:00,
ToDelete - WCA-DN7811 ~ Denny's #7811 ~ REPID4745,820 S. Indian Hlls Blvd.,Claremont,CA,91711,34.08095,-117.71856,30,8:00,17:00,
ToDelete - WCA-DN7784 ~ Denny's #7784 ~ REPID4745,33540 Yucaipa Blvd.,Yucaipa,CA,92399,34.03429,-117.07233,30,8:00,17:00,
ToDelete - WCA-DN7840 ~ Denny's #7840 ~ REPID4745,14240 HWY 395,Adelanto,CA,92301,34.50932,-117.39993,30,8:00,17:00,
ToDelete - WCA-DN7847 ~ Denny's #7847 ~ REPID4745,1041 Truman Street,San Fernando,CA,91340,34.28351,-118.44055,30,8:00,17:00,
ToDelete - WCA-DN6770 ~ Denny's #6770 ~ REPID4745,11899 Foothill Blvd.,Rancho Cucamonga,CA,91730,34.10606,-117.54599,30,8:00,17:00,
ToDelete - WCA-DN6709 ~ Denny's #6709 ~ REPID4745,13201 Gladstone Avenue,Sylmar,CA,91342-3116,34.30949,-118.42864,30,8:00,17:00,
ToDelete - WCA-DN6702 ~ Denny's #6702 ~ REPID4745,825 W. Foothill Blvd.,Upland,CA,91786,34.10739,-117.66204,30,8:00,17:00,
ToDelete - WCA-DN6606 ~ Denny's #6606 ~ REPID4745,5975 N. Palm,San Bernardino,CA,92407,34.18937,-117.3619,30,8:00,17:00,
ToDelete - WCA-DN6371 ~ Denny's #6371 ~ REPID4745,104 N. China Lake Blvd.,Ridgecrest,CA,93555,35.62304,-117.6693,30,8:00,17:00,
ToDelete - WCA-DN6456 ~ Denny's #6456 ~ REPID4745,2830 Lenwood Road,Barstow,CA,92311,34.8501,-117.08356,30,8:00,17:00,
ToDelete - WCA-DN6986 ~ Denny's #6986 - DUARTE ~ REPID4745,1060 Huntington Drive,Duarte,CA,91010,34.13923,-117.98283,30,8:00,17:00,
ToDelete - WCA-DN6988 ~ Denny's #6988 ~ REPID4745,3540 N. Peck Road,El Monte,CA,91731,34.07154,-118.02528,30,8:00,17:00,
ToDelete - WCA-DN6977 ~ Denny's #6977 ~ REPID4745,15553 Valley Blvd.,City of Industry,CA,91746,34.02068,-117.95869,30,8:00,17:00,
ToDelete - WCA-DN7043 ~ Denny's #7043 ~ REPID4745,11891 Whittier Blvd.,Whittier,CA,90601,33.97979,-118.04947,30,8:00,17:00,
ToDelete - WCA-DN7095 ~ Denny's #7095 ~ REPID4745,13165 Main Street,Hesperia,CA,92345,34.42617,-117.37643,30,8:00,17:00,
ToDelete - WCA-DN6871 ~ Denny's #6871 ~ REPID4745,702 E. Highland Avenue,San Bernardino,CA,92404,34.1362,-117.27219,30,8:00,17:00,
ToDelete - WCA-DN6847 ~ Denny's #6847 ~ REPID4745,1504 Gillette,Pomona,CA,91768,34.07376,-117.7788,30,8:00,17:00,
ToDelete - WCA-DN6851 ~ Denny's #6851 ~ REPID4745,14244 Valley Center Drive,Victorville,CA,92392,34.5094,-117.32107,30,8:00,17:00,
ToDelete - WCA-DN6854 ~ Denny's #6854 ~ REPID4745,645 N. Azusa Avenue,West Covina,CA,91791,34.08243,-117.90807,30,8:00,17:00,
ToDelete - WCA-DN6940 ~ Denny's #6940 ~ REPID4745,41196 Big Bear Blvd.,Big Bear Lake,CA,92315,34.24378,-116.90335,30,8:00,17:00,
ToDelete - WCA-DN7180 ~ Denny's #7180 ~ REPID4745,1257 W. Rancho Vista Blvd.,Palmdale,CA,93550,34.60207,-118.1075,30,8:00,17:00,
ToDelete - WCA-DN7142 ~ Denny's #7142 ~ REPID4745,17018 Devonshire,Northridge,CA,91325,34.25724,-118.50313,30,8:00,17:00,
ToDelete - WCA-DN7253 ~ Denny's #7253 ~ REPID4745,369 W. Main Street,Alhambra,CA,91803,34.09341,-118.13102,30,8:00,17:00,
ToDelete - WCA-DN7383 ~ Denny's #7383 ~ REPID4745,8425 Pioneer,Whittier,CA,90606,33.96782,-118.08226,30,8:00,17:00,
ToDelete - WCA-DN7354 ~ Denny's #7354 ~ REPID4745,2005 W. Avenue K,Lancaster,CA,93536,34.67537,-118.1661,30,8:00,17:00,
ToDelete - WCA-DN7284 ~ Denny's #7284 ~ REPID4745,9 W. Redlands Blvd.,Redlands,CA,92373,34.05711,-117.18321,30,8:00,17:00,
ToDelete - WCA-DN7306 ~ Denny's #7306 ~ REPID4745,1377 W. Foothill  Blvd.,Rialto,CA,92376,34.10666,-117.39811,30,8:00,17:00,
ToDelete - WCA-DN7438 ~ Denny's #7438 ~ REPID4745,16575 Sherman Way,Van Nuys,CA,91406,34.20157,-118.49434,30,8:00,17:00,
